policy_id,collection_date,insurer,premium_amount,payment_mode,policy_duration,policy_type,customer_age,region,renewal_status,collection_month,premium_outlier_flag,duration_bucket,renewal_flag
POL0097318,2024-08-30,SBI Life,143097000,Quarterly,20,Term Life,37,North,Renewed,2024-08,0,16-20 Years,1
POL0094347,2024-08-30,LIC,185723100,Monthly,20,Endowment,35,Northeast,Renewed,2024-08,0,16-20 Years,1
POL0091252,2024-08-30,LIC,132903000,Monthly,10,Term Life,42,East,Renewed,2024-08,0,5-10 Years,1
POL0076171,2024-08-30,LIC,164830400,Monthly,10,Whole Life,29,North,Renewed,2024-08,0,5-10 Years,1
POL0097471,2024-08-30,LIC,136145000,Monthly,5,Money Back,42,South,Renewed,2024-08,0,5-10 Years,1
POL0099153,2024-08-30,LIC,201312900,Monthly,20,Whole Life,44,Northeast,Renewed,2024-08,0,16-20 Years,1
POL0080082,2024-08-30,Bajaj Allianz,158928900,Monthly,15,Money Back,47,South,Renewed,2024-08,0,11-15 Years,1
POL0084512,2024-08-31,Aditya Birla Sun Life,128925800,Monthly,5,Endowment,25,South,Renewed,2024-08,0,5-10 Years,1
POL0081771,2024-08-31,HDFC Life,100546500,Monthly,20,Term Life,32,West,Renewed,2024-08,0,16-20 Years,1
POL0082362,2024-08-31,LIC,176962700,Annual,10,Term Life,51,South,Lapsed,2024-08,0,5-10 Years,0
POL0096702,2024-08-31,LIC,216865000,Monthly,20,ULIP,27,East,Renewed,2024-08,0,16-20 Years,1
POL0096572,2024-08-31,Tata AIA,119927900,Monthly,15,Endowment,36,Central,Lapsed,2024-08,0,11-15 Years,0
POL0096770,2024-08-31,LIC,157638000,Annual,20,Term Life,46,West,Renewed,2024-08,0,16-20 Years,1
POL0083094,2024-08-31,Max Life,174662400,Monthly,25,Money Back,48,North,Renewed,2024-08,0,21-25 Years,1
POL0093721,2024-08-31,LIC,238727000,Monthly,25,ULIP,49,Central,Renewed,2024-08,0,21-25 Years,1
POL0078234,2024-08-31,LIC,116425200,Annual,15,Money Back,18,East,Renewed,2024-08,0,11-15 Years,1
POL0081162,2024-08-31,LIC,165593900,Monthly,15,Endowment,30,South,Renewed,2024-08,0,11-15 Years,1
POL0098374,2024-08-31,LIC,135900100,Monthly,25,Term Life,35,Central,Renewed,2024-08,0,21-25 Years,1
POL0097026,2024-08-31,LIC,103256700,Monthly,15,Term Life,35,South,Renewed,2024-08,0,11-15 Years,1
POL0097033,2024-08-31,Max Life,277690700,Monthly,20,Whole Life,51,West,Renewed,2024-08,0,16-20 Years,1
POL0083159,2024-08-31,LIC,235217900,Half-yearly,15,Money Back,42,West,Renewed,2024-08,0,11-15 Years,1
POL0096333,2024-08-31,LIC,205028500,Annual,10,Term Life,44,West,Renewed,2024-08,0,5-10 Years,1
POL0083465,2024-08-31,LIC,211009900,Monthly,10,ULIP,40,North,Lapsed,2024-08,0,5-10 Years,0
POL0085068,2024-08-31,LIC,207623400,Quarterly,5,ULIP,36,East,Renewed,2024-08,0,5-10 Years,1
POL0081422,2024-08-31,LIC,212385900,Quarterly,15,Endowment,43,Northeast,Renewed,2024-08,0,11-15 Years,1
POL0096924,2024-08-31,SBI Life,296103200,Annual,15,ULIP,61,East,Renewed,2024-08,0,11-15 Years,1
POL0083843,2024-08-31,LIC,172813600,Monthly,5,Term Life,50,West,Lapsed,2024-08,0,5-10 Years,0
POL0082516,2024-08-31,HDFC Life,234635100,Monthly,20,Endowment,40,Central,Renewed,2024-08,0,16-20 Years,1
POL0091347,2024-08-31,LIC,266465500,Annual,20,ULIP,28,South,Lapsed,2024-08,0,16-20 Years,0
POL0090188,2024-08-31,LIC,86322900,Quarterly,5,Term Life,55,West,Renewed,2024-08,0,5-10 Years,1
POL0084084,2024-08-31,LIC,231232600,Monthly,10,Endowment,41,Central,Lapsed,2024-08,0,5-10 Years,0
POL0093516,2024-08-31,Tata AIA,144181800,Quarterly,15,Term Life,53,North,Renewed,2024-08,0,11-15 Years,1
POL0091222,2024-08-31,Aditya Birla Sun Life,121677900,Quarterly,10,Term Life,49,Central,Renewed,2024-08,0,5-10 Years,1
POL0078388,2024-08-31,LIC,213101700,Monthly,20,ULIP,41,Central,Renewed,2024-08,0,16-20 Years,1
POL0097270,2024-08-31,LIC,113352600,Quarterly,10,Term Life,50,North,Renewed,2024-08,0,5-10 Years,1
POL0082085,2024-08-31,Tata AIA,243448000,Monthly,20,Endowment,62,Northeast,Lapsed,2024-08,0,16-20 Years,0
POL0090180,2024-08-31,Bajaj Allianz,131297000,Monthly,20,Endowment,45,North,Renewed,2024-08,0,16-20 Years,1
POL0081563,2024-08-31,Aditya Birla Sun Life,179916800,Annual,20,Term Life,42,West,Renewed,2024-08,0,16-20 Years,1
POL0089804,2024-08-31,LIC,97497800,Quarterly,5,Term Life,31,South,Renewed,2024-08,0,5-10 Years,1
POL0076564,2024-08-31,Bajaj Allianz,207660200,Quarterly,20,Whole Life,29,North,Renewed,2024-08,0,16-20 Years,1
POL0084790,2024-08-31,LIC,173729000,Quarterly,15,Term Life,55,East,Lapsed,2024-08,0,11-15 Years,0
POL0096170,2024-08-31,LIC,266872500,Half-yearly,25,Money Back,54,South,Renewed,2024-08,0,21-25 Years,1
POL0075868,2024-08-31,LIC,207441200,Quarterly,15,Money Back,45,Central,Renewed,2024-08,0,11-15 Years,1
POL0075786,2024-08-31,LIC,170134200,Annual,5,Whole Life,26,East,Renewed,2024-08,0,5-10 Years,1
POL0076479,2024-08-31,LIC,77724900,Monthly,20,Term Life,32,North,Renewed,2024-08,0,16-20 Years,1
POL0099482,2024-08-31,LIC,178428700,Monthly,20,Money Back,34,North,Renewed,2024-08,0,16-20 Years,1
POL0088424,2024-08-31,LIC,191285400,Half-yearly,10,Term Life,51,Central,Renewed,2024-08,0,5-10 Years,1
POL0075499,2024-08-31,SBI Life,128733900,Half-yearly,10,Term Life,28,West,Renewed,2024-08,0,5-10 Years,1
POL0086580,2024-08-31,LIC,180557800,Half-yearly,20,Term Life,33,South,Renewed,2024-08,0,16-20 Years,1
POL0086215,2024-08-31,LIC,346502000,Annual,10,ULIP,47,West,Renewed,2024-08,1,5-10 Years,1
POL0076087,2024-08-31,Aditya Birla Sun Life,155252300,Quarterly,15,Endowment,40,Central,Renewed,2024-08,0,11-15 Years,1
POL0080763,2024-08-31,SBI Life,188595700,Annual,15,Money Back,42,West,Renewed,2024-08,0,11-15 Years,1
POL0086296,2024-08-31,Max Life,121898700,Annual,15,Term Life,26,West,Lapsed,2024-08,0,11-15 Years,0
POL0085938,2024-08-31,HDFC Life,91404400,Monthly,10,Term Life,50,North,Lapsed,2024-08,0,5-10 Years,0
POL0087590,2024-08-31,Max Life,280242200,Annual,5,ULIP,36,West,Lapsed,2024-08,0,5-10 Years,0
POL0085913,2024-08-31,LIC,87777800,Monthly,15,Term Life,38,South,Lapsed,2024-08,0,11-15 Years,0
POL0076090,2024-08-31,Aditya Birla Sun Life,158387400,Quarterly,10,Term Life,39,Central,Lapsed,2024-08,0,5-10 Years,0
POL0085877,2024-08-31,Tata AIA,201012700,Quarterly,25,Whole Life,23,South,Renewed,2024-08,0,21-25 Years,1
POL0085629,2024-08-31,Max Life,291911700,Annual,20,Whole Life,46,North,Renewed,2024-08,0,16-20 Years,1
POL0089746,2024-08-31,HDFC Life,146186600,Monthly,20,Money Back,39,South,Renewed,2024-08,0,16-20 Years,1
POL0084772,2024-08-31,HDFC Life,278779300,Annual,20,Endowment,60,East,Renewed,2024-08,0,16-20 Years,1
POL0084558,2024-08-31,LIC,171462600,Quarterly,15,Term Life,65,Central,Renewed,2024-08,0,11-15 Years,1
POL0078742,2024-08-31,LIC,255879900,Quarterly,15,Whole Life,38,West,Lapsed,2024-08,0,11-15 Years,0
POL0080902,2024-08-31,LIC,282275100,Quarterly,20,Endowment,55,East,Lapsed,2024-08,0,16-20 Years,0
POL0084205,2024-08-31,LIC,92286200,Quarterly,10,Term Life,24,South,Renewed,2024-08,0,5-10 Years,1
POL0095982,2024-08-31,Aditya Birla Sun Life,335971500,Half-yearly,15,ULIP,45,West,Renewed,2024-08,1,11-15 Years,1
POL0092720,2024-08-31,LIC,250289500,Monthly,20,Money Back,54,West,Renewed,2024-08,0,16-20 Years,1
POL0089325,2024-08-31,HDFC Life,208287500,Half-yearly,15,Term Life,49,East,Renewed,2024-08,0,11-15 Years,1
POL0077805,2024-08-31,Aditya Birla Sun Life,184020000,Monthly,20,Endowment,51,West,Renewed,2024-08,0,16-20 Years,1
POL0097328,2024-08-31,LIC,311180000,Annual,10,ULIP,54,West,Renewed,2024-08,0,5-10 Years,1
POL0089669,2024-08-31,HDFC Life,186521800,Monthly,5,Whole Life,33,North,Lapsed,2024-08,0,5-10 Years,0
POL0094342,2024-08-31,LIC,128087100,Monthly,10,Term Life,38,West,Lapsed,2024-08,0,5-10 Years,0
POL0084427,2024-08-31,LIC,207095800,Monthly,10,Endowment,46,West,Renewed,2024-08,0,5-10 Years,1
POL0084571,2024-09-01,LIC,295732300,Monthly,10,ULIP,46,East,Renewed,2024-09,0,5-10 Years,1
POL0094407,2024-09-01,SBI Life,326544500,Monthly,10,ULIP,53,North,Renewed,2024-09,0,5-10 Years,1
POL0084191,2024-09-01,LIC,106681300,Monthly,15,Term Life,52,Central,Renewed,2024-09,0,11-15 Years,1
POL0075517,2024-09-01,Tata AIA,123641400,Quarterly,15,Endowment,29,Central,Renewed,2024-09,0,11-15 Years,1
POL0097342,2024-09-01,LIC,217845700,Monthly,20,Money Back,47,West,Renewed,2024-09,0,16-20 Years,1
POL0098004,2024-09-01,LIC,126386200,Annual,20,Term Life,22,North,Renewed,2024-09,0,16-20 Years,1
POL0075156,2024-09-01,LIC,220554300,Monthly,25,Endowment,37,North,Renewed,2024-09,0,21-25 Years,1
POL0094999,2024-09-01,LIC,255003200,Annual,20,Endowment,31,Northeast,Renewed,2024-09,0,16-20 Years,1
POL0082558,2024-09-01,LIC,196197900,Monthly,15,ULIP,55,South,Renewed,2024-09,0,11-15 Years,1
POL0095821,2024-09-01,Aditya Birla Sun Life,118940800,Monthly,15,Term Life,32,West,Renewed,2024-09,0,11-15 Years,1
POL0088257,2024-09-01,ICICI Prudential,138317200,Monthly,10,Term Life,56,West,Renewed,2024-09,0,5-10 Years,1
POL0089986,2024-09-01,LIC,51560800,Monthly,15,Term Life,35,West,Renewed,2024-09,0,11-15 Years,1
POL0096267,2024-09-01,SBI Life,128030600,Half-yearly,5,Term Life,43,North,Renewed,2024-09,0,5-10 Years,1
POL0077804,2024-09-01,LIC,309522500,Half-yearly,5,Endowment,74,Northeast,Renewed,2024-09,0,5-10 Years,1
POL0095189,2024-09-01,Tata AIA,215873400,Half-yearly,15,Endowment,42,Northeast,Renewed,2024-09,0,11-15 Years,1
POL0080266,2024-09-01,ICICI Prudential,228487300,Annual,20,Term Life,61,North,Renewed,2024-09,0,16-20 Years,1
POL0090488,2024-09-01,LIC,223820900,Monthly,10,Endowment,41,East,Lapsed,2024-09,0,5-10 Years,0
POL0079728,2024-09-01,Aditya Birla Sun Life,239442400,Annual,15,Endowment,27,South,Renewed,2024-09,0,11-15 Years,1
POL0075807,2024-09-01,LIC,104321400,Quarterly,20,Term Life,31,West,Renewed,2024-09,0,16-20 Years,1
POL0094245,2024-09-01,Aditya Birla Sun Life,182661900,Annual,10,ULIP,42,North,Renewed,2024-09,0,5-10 Years,1
POL0099215,2024-09-01,Tata AIA,226734000,Monthly,15,Endowment,75,South,Renewed,2024-09,0,11-15 Years,1
POL0082070,2024-09-01,LIC,191104900,Monthly,10,ULIP,49,East,Renewed,2024-09,0,5-10 Years,1
POL0093287,2024-09-01,LIC,222174000,Monthly,10,ULIP,40,West,Renewed,2024-09,0,5-10 Years,1
POL0089389,2024-09-01,LIC,203997700,Monthly,25,Endowment,27,West,Renewed,2024-09,0,21-25 Years,1
POL0078854,2024-09-01,LIC,243259300,Quarterly,15,Endowment,64,South,Renewed,2024-09,0,11-15 Years,1
POL0085943,2024-09-01,SBI Life,193487000,Annual,5,Endowment,45,West,Renewed,2024-09,0,5-10 Years,1
POL0097714,2024-09-01,LIC,121507700,Monthly,10,Term Life,45,North,Lapsed,2024-09,0,5-10 Years,0
POL0093198,2024-09-01,LIC,177525500,Half-yearly,25,Term Life,47,South,Renewed,2024-09,0,21-25 Years,1
POL0087649,2024-09-01,Aditya Birla Sun Life,240000800,Monthly,20,Endowment,41,South,Renewed,2024-09,0,16-20 Years,1
POL0099122,2024-09-01,Tata AIA,130660100,Monthly,15,Term Life,61,South,Renewed,2024-09,0,11-15 Years,1
POL0084618,2024-09-01,LIC,186341800,Annual,5,Whole Life,42,North,Lapsed,2024-09,0,5-10 Years,0
POL0075542,2024-09-01,LIC,296325400,Annual,20,Endowment,43,South,Renewed,2024-09,0,16-20 Years,1
POL0092861,2024-09-01,LIC,266408400,Annual,10,Whole Life,35,West,Renewed,2024-09,0,5-10 Years,1
POL0078562,2024-09-01,Bajaj Allianz,243300100,Annual,15,Endowment,40,Northeast,Renewed,2024-09,0,11-15 Years,1
POL0081848,2024-09-01,LIC,128903100,Monthly,10,Term Life,40,North,Renewed,2024-09,0,5-10 Years,1
POL0091666,2024-09-01,LIC,208729900,Monthly,20,Term Life,36,North,Renewed,2024-09,0,16-20 Years,1
POL0088792,2024-09-01,LIC,186589300,Monthly,20,Endowment,58,East,Renewed,2024-09,0,16-20 Years,1
POL0098900,2024-09-01,ICICI Prudential,131544000,Quarterly,10,ULIP,41,North,Renewed,2024-09,0,5-10 Years,1
POL0085739,2024-09-01,Aditya Birla Sun Life,162380300,Monthly,10,Term Life,42,Central,Renewed,2024-09,0,5-10 Years,1
POL0078544,2024-09-01,LIC,208112500,Quarterly,15,Whole Life,34,South,Renewed,2024-09,0,11-15 Years,1
POL0099383,2024-09-01,ICICI Prudential,329117000,Half-yearly,15,Endowment,56,South,Renewed,2024-09,1,11-15 Years,1
POL0085959,2024-09-01,LIC,147143700,Monthly,10,Whole Life,43,North,Renewed,2024-09,0,5-10 Years,1
POL0092367,2024-09-01,Tata AIA,237556200,Quarterly,20,Whole Life,24,Central,Renewed,2024-09,0,16-20 Years,1
POL0094485,2024-09-01,LIC,209648800,Monthly,15,Endowment,34,West,Lapsed,2024-09,0,11-15 Years,0
POL0083121,2024-09-01,LIC,153480400,Monthly,5,ULIP,38,North,Renewed,2024-09,0,5-10 Years,1
POL0080502,2024-09-01,LIC,335289700,Monthly,25,Whole Life,52,West,Renewed,2024-09,1,21-25 Years,1
POL0082200,2024-09-01,LIC,139691500,Monthly,10,ULIP,29,Northeast,Renewed,2024-09,0,5-10 Years,1
POL0082900,2024-09-01,LIC,225483200,Annual,15,Endowment,53,South,Renewed,2024-09,0,11-15 Years,1
POL0079553,2024-09-01,LIC,82490100,Monthly,15,Term Life,44,North,Lapsed,2024-09,0,11-15 Years,0
POL0091604,2024-09-01,LIC,185821400,Monthly,20,Endowment,26,North,Renewed,2024-09,0,16-20 Years,1
POL0077505,2024-09-01,LIC,218384000,Monthly,10,Money Back,40,West,Lapsed,2024-09,0,5-10 Years,0
POL0082729,2024-09-01,LIC,306309900,Quarterly,20,Endowment,63,North,Renewed,2024-09,0,16-20 Years,1
POL0093455,2024-09-01,LIC,299372200,Monthly,20,Endowment,57,South,Renewed,2024-09,0,16-20 Years,1
POL0093775,2024-09-01,LIC,188979000,Quarterly,10,ULIP,40,North,Renewed,2024-09,0,5-10 Years,1
POL0087392,2024-09-01,ICICI Prudential,241550200,Monthly,15,Endowment,45,North,Renewed,2024-09,0,11-15 Years,1
POL0094115,2024-09-01,ICICI Prudential,229520500,Quarterly,25,Term Life,60,South,Renewed,2024-09,0,21-25 Years,1
POL0076015,2024-09-01,LIC,129109300,Monthly,10,ULIP,32,West,Renewed,2024-09,0,5-10 Years,1
POL0084960,2024-09-01,LIC,154620900,Annual,10,Money Back,43,East,Renewed,2024-09,0,5-10 Years,1
POL0099088,2024-09-01,LIC,243864200,Annual,25,Endowment,40,South,Lapsed,2024-09,0,21-25 Years,0
POL0096241,2024-09-01,SBI Life,98036900,Monthly,15,Term Life,35,West,Renewed,2024-09,0,11-15 Years,1
POL0098296,2024-09-01,LIC,181595000,Monthly,15,Term Life,55,South,Renewed,2024-09,0,11-15 Years,1
POL0094288,2024-09-01,ICICI Prudential,128900700,Monthly,10,Term Life,59,South,Renewed,2024-09,0,5-10 Years,1
POL0089576,2024-09-01,LIC,146434000,Monthly,20,Term Life,23,South,Lapsed,2024-09,0,16-20 Years,0
POL0087517,2024-09-01,LIC,224189700,Half-yearly,15,Endowment,40,West,Renewed,2024-09,0,11-15 Years,1
POL0085006,2024-09-01,Bajaj Allianz,198292400,Quarterly,20,Term Life,31,South,Renewed,2024-09,0,16-20 Years,1
POL0089338,2024-09-01,SBI Life,184844500,Annual,20,Term Life,36,South,Renewed,2024-09,0,16-20 Years,1
POL0094451,2024-09-02,LIC,215503000,Annual,10,Money Back,35,Central,Renewed,2024-09,0,5-10 Years,1
POL0091915,2024-09-02,LIC,230300800,Quarterly,15,Endowment,41,Central,Renewed,2024-09,0,11-15 Years,1
POL0085415,2024-09-02,Max Life,196801700,Quarterly,20,Endowment,33,West,Lapsed,2024-09,0,16-20 Years,0
POL0077289,2024-09-02,SBI Life,207687900,Monthly,20,Endowment,40,Northeast,Renewed,2024-09,0,16-20 Years,1
POL0096026,2024-09-02,LIC,168572200,Monthly,10,Endowment,26,East,Lapsed,2024-09,0,5-10 Years,0
POL0092344,2024-09-02,LIC,237174700,Quarterly,10,Whole Life,44,North,Renewed,2024-09,0,5-10 Years,1
POL0078853,2024-09-02,HDFC Life,113880000,Annual,10,Term Life,32,East,Renewed,2024-09,0,5-10 Years,1
POL0076676,2024-09-02,SBI Life,125583600,Quarterly,15,Term Life,34,West,Renewed,2024-09,0,11-15 Years,1
POL0093726,2024-09-02,SBI Life,158098300,Monthly,25,Endowment,19,West,Renewed,2024-09,0,21-25 Years,1
POL0077241,2024-09-02,LIC,116274100,Half-yearly,10,Term Life,24,Northeast,Renewed,2024-09,0,5-10 Years,1
POL0082518,2024-09-02,Max Life,205126800,Monthly,10,Endowment,43,West,Renewed,2024-09,0,5-10 Years,1
POL0090293,2024-09-02,LIC,268396100,Annual,15,Whole Life,39,South,Lapsed,2024-09,0,11-15 Years,0
POL0095889,2024-09-02,LIC,157756200,Monthly,15,Term Life,68,East,Renewed,2024-09,0,11-15 Years,1
POL0085736,2024-09-02,LIC,195400600,Annual,15,Term Life,39,North,Renewed,2024-09,0,11-15 Years,1
POL0086787,2024-09-02,LIC,140799000,Monthly,20,Endowment,36,North,Renewed,2024-09,0,16-20 Years,1
POL0079548,2024-09-02,Aditya Birla Sun Life,167797400,Half-yearly,25,Term Life,44,North,Lapsed,2024-09,0,21-25 Years,0
POL0085585,2024-09-02,LIC,327885700,Annual,15,ULIP,50,South,Renewed,2024-09,1,11-15 Years,1
POL0095333,2024-09-02,LIC,122424700,Quarterly,10,Term Life,54,South,Renewed,2024-09,0,5-10 Years,1
POL0096841,2024-09-02,Aditya Birla Sun Life,146727500,Monthly,15,Term Life,42,East,Renewed,2024-09,0,11-15 Years,1
POL0079376,2024-09-02,LIC,364449000,Annual,25,Whole Life,51,South,Renewed,2024-09,1,21-25 Years,1
POL0098933,2024-09-02,LIC,236366500,Quarterly,10,Whole Life,58,South,Renewed,2024-09,0,5-10 Years,1
POL0079999,2024-09-02,Max Life,327000100,Annual,20,ULIP,67,South,Renewed,2024-09,0,16-20 Years,1
POL0087880,2024-09-02,LIC,206183200,Monthly,25,Term Life,49,North,Renewed,2024-09,0,21-25 Years,1
POL0080837,2024-09-02,LIC,158446000,Quarterly,20,Endowment,28,West,Renewed,2024-09,0,16-20 Years,1
POL0098499,2024-09-02,LIC,142284500,Monthly,15,Term Life,39,East,Renewed,2024-09,0,11-15 Years,1
POL0082371,2024-09-02,SBI Life,312998700,Annual,15,Whole Life,44,North,Renewed,2024-09,0,11-15 Years,1
POL0090580,2024-09-02,LIC,130675700,Quarterly,5,Term Life,38,East,Renewed,2024-09,0,5-10 Years,1
POL0079975,2024-09-02,LIC,315757800,Monthly,25,Whole Life,51,West,Renewed,2024-09,0,21-25 Years,1
POL0082340,2024-09-02,LIC,131802400,Quarterly,15,Endowment,37,South,Renewed,2024-09,0,11-15 Years,1
POL0094993,2024-09-02,Max Life,329846900,Monthly,20,Endowment,75,North,Renewed,2024-09,1,16-20 Years,1
POL0089330,2024-09-02,LIC,162646400,Monthly,10,ULIP,45,North,Renewed,2024-09,0,5-10 Years,1
POL0081570,2024-09-02,LIC,100985300,Monthly,10,Term Life,56,South,Renewed,2024-09,0,5-10 Years,1
POL0097710,2024-09-02,Aditya Birla Sun Life,158648800,Half-yearly,15,ULIP,37,Central,Renewed,2024-09,0,11-15 Years,1
POL0078804,2024-09-02,ICICI Prudential,111355300,Annual,5,Term Life,37,North,Renewed,2024-09,0,5-10 Years,1
POL0096782,2024-09-02,LIC,159581600,Annual,10,Term Life,38,South,Renewed,2024-09,0,5-10 Years,1
POL0098471,2024-09-02,SBI Life,213341000,Annual,15,Money Back,54,North,Renewed,2024-09,0,11-15 Years,1
POL0075574,2024-09-02,LIC,210154400,Annual,20,Money Back,38,South,Renewed,2024-09,0,16-20 Years,1
POL0094388,2024-09-02,Bajaj Allianz,233685400,Monthly,15,Whole Life,37,North,Renewed,2024-09,0,11-15 Years,1
POL0094111,2024-09-02,Aditya Birla Sun Life,228422200,Monthly,25,ULIP,33,East,Renewed,2024-09,0,21-25 Years,1
POL0089249,2024-09-02,LIC,193735900,Half-yearly,10,ULIP,28,North,Renewed,2024-09,0,5-10 Years,1
POL0099523,2024-09-02,LIC,194202200,Annual,10,Endowment,39,North,Renewed,2024-09,0,5-10 Years,1
POL0098267,2024-09-02,LIC,270041500,Annual,25,Money Back,43,South,Lapsed,2024-09,0,21-25 Years,0
POL0086985,2024-09-02,Tata AIA,296754800,Annual,10,Endowment,44,South,Renewed,2024-09,0,5-10 Years,1
POL0084888,2024-09-02,LIC,193059800,Monthly,20,Money Back,44,North,Lapsed,2024-09,0,16-20 Years,0
POL0078099,2024-09-02,LIC,192335600,Half-yearly,15,Whole Life,38,West,Renewed,2024-09,0,11-15 Years,1
POL0076236,2024-09-02,Aditya Birla Sun Life,293758600,Monthly,25,Endowment,36,South,Lapsed,2024-09,0,21-25 Years,0
POL0077003,2024-09-02,ICICI Prudential,108451100,Monthly,10,Money Back,34,North,Renewed,2024-09,0,5-10 Years,1
POL0082874,2024-09-02,SBI Life,187844700,Monthly,15,Money Back,55,North,Renewed,2024-09,0,11-15 Years,1
POL0092438,2024-09-02,LIC,168738600,Monthly,15,Term Life,45,Central,Renewed,2024-09,0,11-15 Years,1
POL0085649,2024-09-02,Bajaj Allianz,134624400,Quarterly,5,Whole Life,43,North,Renewed,2024-09,0,5-10 Years,1
POL0076897,2024-09-02,Aditya Birla Sun Life,175828100,Monthly,15,Term Life,45,East,Renewed,2024-09,0,11-15 Years,1
POL0081945,2024-09-02,LIC,134618900,Monthly,5,Term Life,34,East,Renewed,2024-09,0,5-10 Years,1
POL0079041,2024-09-02,LIC,151293800,Monthly,20,ULIP,26,Northeast,Renewed,2024-09,0,16-20 Years,1
POL0079088,2024-09-02,LIC,165525800,Annual,10,Endowment,34,Northeast,Renewed,2024-09,0,5-10 Years,1
POL0081264,2024-09-02,LIC,151089100,Monthly,10,Endowment,27,West,Renewed,2024-09,0,5-10 Years,1
POL0095761,2024-09-02,LIC,143075400,Monthly,20,Money Back,40,North,Renewed,2024-09,0,16-20 Years,1
POL0099335,2024-09-02,LIC,239648400,Quarterly,15,Endowment,49,East,Renewed,2024-09,0,11-15 Years,1
POL0094267,2024-09-02,ICICI Prudential,390735400,Annual,20,ULIP,48,West,Renewed,2024-09,1,16-20 Years,1
POL0080345,2024-09-02,Aditya Birla Sun Life,152185700,Quarterly,15,Endowment,32,North,Lapsed,2024-09,0,11-15 Years,0
POL0086923,2024-09-02,LIC,254681900,Monthly,10,Endowment,63,North,Renewed,2024-09,0,5-10 Years,1
POL0096414,2024-09-02,LIC,120712700,Monthly,10,Term Life,37,East,Renewed,2024-09,0,5-10 Years,1
POL0075697,2024-09-02,LIC,175542500,Annual,15,Endowment,34,East,Lapsed,2024-09,0,11-15 Years,0
POL0090062,2024-09-02,LIC,191419900,Monthly,15,Money Back,51,North,Renewed,2024-09,0,11-15 Years,1
POL0091507,2024-09-02,LIC,215416000,Quarterly,15,Endowment,42,Central,Renewed,2024-09,0,11-15 Years,1
POL0087738,2024-09-02,LIC,119876800,Monthly,15,Endowment,44,West,Renewed,2024-09,0,11-15 Years,1
POL0086755,2024-09-02,LIC,222252500,Quarterly,15,Endowment,52,West,Renewed,2024-09,0,11-15 Years,1
POL0081777,2024-09-02,LIC,129517200,Quarterly,15,ULIP,50,South,Renewed,2024-09,0,11-15 Years,1
POL0088417,2024-09-02,LIC,154032400,Half-yearly,15,Term Life,39,West,Renewed,2024-09,0,11-15 Years,1
POL0082248,2024-09-02,ICICI Prudential,155496600,Annual,20,Term Life,51,West,Lapsed,2024-09,0,16-20 Years,0
POL0093622,2024-09-02,LIC,175528800,Quarterly,25,Endowment,48,Central,Renewed,2024-09,0,21-25 Years,1
POL0083572,2024-09-02,LIC,150875900,Quarterly,5,Money Back,37,South,Renewed,2024-09,0,5-10 Years,1
POL0081047,2024-09-02,ICICI Prudential,193018300,Annual,15,Endowment,42,North,Renewed,2024-09,0,11-15 Years,1
POL0091425,2024-09-02,Max Life,119652500,Monthly,25,Term Life,47,North,Renewed,2024-09,0,21-25 Years,1
POL0085684,2024-09-02,Aditya Birla Sun Life,118240300,Monthly,20,Term Life,40,North,Renewed,2024-09,0,16-20 Years,1
POL0078512,2024-09-02,SBI Life,101050200,Quarterly,10,Term Life,27,South,Renewed,2024-09,0,5-10 Years,1
POL0084807,2024-09-02,LIC,324422500,Quarterly,20,Whole Life,53,North,Renewed,2024-09,0,16-20 Years,1
POL0077565,2024-09-02,SBI Life,301864400,Annual,15,Whole Life,47,Central,Renewed,2024-09,0,11-15 Years,1
POL0091749,2024-09-02,Tata AIA,145078600,Annual,25,Term Life,22,Central,Renewed,2024-09,0,21-25 Years,1
POL0094695,2024-09-02,Tata AIA,135602500,Monthly,10,Term Life,44,East,Renewed,2024-09,0,5-10 Years,1
POL0080090,2024-09-02,LIC,397110300,Annual,20,Whole Life,54,North,Renewed,2024-09,1,16-20 Years,1
POL0082769,2024-09-03,LIC,290723700,Monthly,25,ULIP,42,South,Lapsed,2024-09,0,21-25 Years,0
POL0090460,2024-09-03,SBI Life,207306500,Annual,20,Endowment,47,Central,Renewed,2024-09,0,16-20 Years,1
POL0076581,2024-09-03,LIC,150450700,Quarterly,10,Endowment,52,West,Renewed,2024-09,0,5-10 Years,1
POL0094074,2024-09-03,Max Life,288825700,Monthly,10,Endowment,49,North,Renewed,2024-09,0,5-10 Years,1
POL0079174,2024-09-03,LIC,329289500,Annual,10,Whole Life,42,South,Lapsed,2024-09,1,5-10 Years,0
POL0082483,2024-09-03,LIC,375432400,Annual,25,Endowment,54,Central,Renewed,2024-09,1,21-25 Years,1
POL0099830,2024-09-03,LIC,245178000,Quarterly,20,Money Back,35,West,Renewed,2024-09,0,16-20 Years,1
POL0095090,2024-09-03,Aditya Birla Sun Life,159669600,Annual,15,Term Life,22,South,Renewed,2024-09,0,11-15 Years,1
POL0075397,2024-09-03,SBI Life,143390900,Quarterly,10,Endowment,39,Central,Renewed,2024-09,0,5-10 Years,1
POL0082825,2024-09-03,Aditya Birla Sun Life,161139500,Half-yearly,10,Money Back,45,South,Renewed,2024-09,0,5-10 Years,1
POL0080742,2024-09-03,LIC,153101100,Half-yearly,20,Term Life,33,West,Renewed,2024-09,0,16-20 Years,1
